player_id,name,club,position,price,status,xmins,xpts_gw1,xpts_gw2,xpts_gw3,xpts_gw4,xpts_gw5,xpts_gw6,xpts_gw7,xpts_gw8
2281,Sebastian Kerk,Zagłębie Lubin,MID,2.1,ok,45.0,4.4,2.8,2.8,4.8,3.4,4.6,3.6,4.4
2800,Christopher Cheng,Widzew Łódź,DEF,1.8,ok,85.0,5.4,3.2,2.5,4.8,3.5,3.6,5.5,2.2
2526,Sondre Liseth,Górnik Zabrze,FWD,2.0,ok,45.0,4.8,3.2,3.5,4.8,2.9,4.5,3.1,3.9
2745,Mateusz Klich,Cracovia,MID,1.8,ok,85.0,2.7,4.3,3.6,4.2,4.4,3.4,4.5,3.5
1756,Konrad Matuszewski,Korona Kielce,DEF,1.9,ok,85.0,2.3,4.9,4.3,2.4,5.1,3.1,5.2,3.3
2299,Norbert Barczak,Korona Kielce,DEF,1.7,ok,20.0,2.3,4.9,4.3,2.4,5.1,3.1,5.2,3.3
87,Damian Szymański,Legia Warszawa,MID,1.8,ok,45.0,3.2,4.6,3.1,4.6,3.1,4.5,3.3,4.2
2873,Ervin Omic,Wisła Kraków,MID,1.6,ok,45.0,4.5,3.1,4.7,3.0,3.2,4.6,3.1,4.4
1398,Jakub Sypek,Zagłębie Lubin,MID,1.8,ok,45.0,4.3,2.8,2.8,4.8,3.4,4.5,3.6,4.4
2505,Dimítrios Keramítsis,Pogoń Szczecin,DEF,1.8,ok,85.0,4.1,2.4,4.9,2.2,5.0,2.8,4.6,4.5
2002,Léo Borges,Pogoń Szczecin,DEF,1.7,ok,45.0,4.1,2.4,4.9,2.2,5.0,2.8,4.6,4.5
2687,Ángel Baena,Widzew Łódź,MID,1.8,ok,85.0,4.6,3.5,3.1,4.3,3.7,3.7,4.6,3.0
827,Mateusz Grzybek,Zagłębie Lubin,DEF,1.9,ok,45.0,4.8,1.9,1.9,5.5,3.0,5.1,3.3,4.9
1935,Juljan Shehu,Widzew Łódź,MID,2.0,ok,85.0,4.6,3.5,3.1,4.3,3.7,3.6,4.6,3.0
2447,João Moutinho,Lech Poznań,DEF,1.8,ok,45.0,4.6,3.6,4.5,3.3,4.4,2.7,4.4,2.8
2473,Michalis Kosidis,Zagłębie Lubin,FWD,1.8,ok,85.0,4.3,2.8,2.8,4.7,3.4,4.4,3.6,4.3
2096,Kacper Śmiglewski,Cracovia,FWD,1.5,ok,20.0,2.7,4.3,3.6,4.1,4.3,3.4,4.4,3.5
2891,Michał Rosiak,Śląsk Wrocław,MID,1.5,ok,85.0,3.3,4.2,4.4,3.5,4.3,3.0,3.1,4.4
1327,Kacper Urbański,Górnik Zabrze,MID,1.8,ok,85.0,4.7,3.1,3.4,4.8,2.8,4.4,3.1,3.8
2010,Saïd Hamulic,Wisła Płock,FWD,1.8,ok,85.0,3.0,4.3,3.4,3.7,3.4,4.4,3.5,4.4
2848,Ondřej Zmrzlý,Górnik Zabrze,DEF,1.8,ok,45.0,5.6,2.5,3.0,5.8,1.9,5.0,2.4,3.8
458,Arkadiusz Reca,Legia Warszawa,DEF,1.7,ok,85.0,2.6,5.2,2.4,5.1,2.4,5.0,2.7,4.4
1529,Mariusz Fornalczyk,Widzew Łódź,MID,2.0,ok,85.0,4.5,3.4,3.0,4.2,3.6,3.6,4.5,2.9
