ekstraklasa_id,player_id,web_name,player_name,pos,price,team_name
2736,,Popielec,Cyprian Popielec,MID,0.7,Zaglebie Lubin
2737,905063.0,Bulat,Marko Bulat,MID,2.0,Rakow
2741,,Peskovic,Alex Peškovič,GKP,0.7,Pogon Szczecin
2742,1519355.0,Zahiroleslam,Kahveh Zahiroleslam,FWD,1.7,Cracovia
2743,,Balde,Elves Balde,FWD,1.7,Radomiak
2744,,Andreou,Stélios Andréou,DEF,1.7,Widzew Lodz
2745,44900.0,Klich,Mateusz Klich,MID,1.8,Cracovia
2747,,Vallejo,Hugo Vallejo,MID,1.8,Piast Gliwice
2748,,Bosch,Jesse Bosch,MID,1.7,GKS Katowice
2749,1158190.0,Arreiol,Henrique Arreiol,MID,1.7,Legia
2750,,Jakubowski,Rafał Jakubowski,DEF,0.7,Pogon Szczecin
2751,,Stanowski,Kacper Stanowski,FWD,0.7,Pogon Szczecin
2752,,Rubezic,Slobodan Rubežić,DEF,1.7,Korona Kielce
2755,,Baro,Romário Baró,MID,1.7,Radomiak
2759,876595.0,Markovic,Eman Markovic,MID,2.2,GKS Katowice
2761,,Molnar,Rajmund Molnár,FWD,1.9,Pogon Szczecin
2762,1099220.0,Sylla,Youssuf Sylla,FWD,1.8,Jagiellonia
2763,1112794.0,Traore,Brahim Traoré,DEF,1.7,Cracovia
2765,,Jakobczyk,Kamil Jakóbczyk,FWD,0.7,Lech Poznan
2767,1154114.0,Agnero,Yannick Agnero,FWD,1.8,Lech Poznan
2768,,Colak,Antonio Čolak,FWD,1.8,Legia
2769,,Mircetic,Bogdan Mirčetić,MID,1.8,Rakow
2770,,Ilic,Veljko Ilić,GKP,1.7,Widzew Lodz
2772,914749.0,Lozano,Sergio Lozano,MID,1.9,Jagiellonia
2773,,Ba,Pape Meïssa Ba,FWD,1.8,Widzew Lodz
2775,1134514.0,Ronaldo,Fábio Ronaldo,MID,2.0,Motor Lublin
2778,,Skoczylas,Mateusz Skoczylas,MID,1.4,Cracovia
2779,,Juric,Deni Jurić,FWD,1.8,Wisla Plock
2781,888605.0,Rogelj,Žan Rogelj,DEF,1.8,Wisla Plock
2783,,Zeqiri,Andi Zeqiri,FWD,1.8,Widzew Lodz
2784,,Mendy,Benjamin Mendy,DEF,1.7,Pogon Szczecin
2785,,Ali,Hussein Ali,DEF,1.7,Pogon Szczecin
2786,,Balabuch,Antoni Bałabuch,GKP,0.7,Gornik Zabrze
2787,,Damasiewicz,Adrian Damasiewicz,GKP,0.7,Jagiellonia
2788,,Lesniewski,Mateusz Leśniewski,MID,0.7,Wisla Plock
2789,,Kokosinski,Jakub Kokosiński,FWD,0.9,GKS Katowice
2791,,Janyszka,Hubert Janyszka,DEF,0.7,Lech Poznan
2792,,Kuczynski,Maciej Kuczyński,FWD,0.7,Jagiellonia
2794,280637.0,Sadilek,Lukáš Sadílek,MID,2.0,Gornik Zabrze
2795,,Krasiewicz,Bartłomiej Krasiewicz,DEF,0.7,Jagiellonia
2798,,Kovacik,Samuel Kováčik,MID,1.3,Legia
2799,,Bukari,Osman Bukari,MID,2.0,Widzew Lodz
2800,1031329.0,Cheng,Christopher Cheng,DEF,1.8,Widzew Lodz
2801,329519.0,Dragowski,Bartłomiej Drągowski,GKP,1.8,Widzew Lodz
2802,,Lerager,Lukas Lerager,MID,1.8,Widzew Lodz
2803,,Bochno,Matwiej Bochno,DEF,1.4,Wisla Plock
2805,1031665.0,Hindrich,Otto Hindrich,GKP,1.9,Legia
2807,155950.0,Acosta,Kellyn Acosta,MID,1.8,Pogon Szczecin
2809,319307.0,Gustafson,Simon Gustafson,MID,1.8,Korona Kielce
2810,,Isaac,Carlos Isaac,DEF,1.8,Widzew Lodz
2811,,Ojo,Abraham Ojo,MID,1.8,Rakow
2812,,Sauer,Mathias Dahl Sauer,MID,1.8,Gornik Zabrze
2814,,Brusberg,Isak Brusberg,FWD,1.8,Rakow
2815,1006996.0,Montoia,Guilherme Montóia,DEF,1.8,Jagiellonia
2817,996685.0,Kornvig,Emil Kornvig,MID,2.1,Widzew Lodz
2818,,Tabisz,Mateusz Tabisz,MID,1.3,Cracovia
2820,1139088.0,Selan,Beno Selan,MID,1.6,Cracovia
2821,823092.0,Szalai,Attila Szalai,DEF,1.9,Pogon Szczecin
2822,,Fikaj,Elton Fikaj,DEF,1.7,Piast Gliwice
2824,,Zabicki,Adam Żabicki,MID,0.7,Radomiak
2826,,Szabo,Levente Szabó,FWD,1.8,Zaglebie Lubin
2827,,Ligocki,Jakub Ligocki,MID,0.7,Zaglebie Lubin
2828,,Marek,Seweryn Marek,MID,0.7,Zaglebie Lubin
2829,,Urbanski,Maciej Urbański,DEF,0.7,Zaglebie Lubin
2830,,Zalewski,Zachary Zalewski,MID,0.7,Jagiellonia
2831,,Maziarz,Oliwier Maziarz,MID,0.7,Piast Gliwice
2832,,Grelich,Jakub Grelich,GKP,0.7,Piast Gliwice
2833,,Mlinaric,Mihael Mlinarić,FWD,1.8,Zaglebie Lubin
2834,1504109.0,Napieraj,Jerzy Napieraj,DEF,0.9,Rakow
2835,,Czaplinski,Jacek Czapliński,MID,0.8,Pogon Szczecin
2836,,Karamarko,Marin Karamarko,DEF,1.7,Wisla Plock
2837,,Rojek,Sebastian Rojek,MID,0.7,Pogon Szczecin
2838,,Czeremski,Dominik Czeremski,GKP,0.7,Rakow
2839,,Lima,Ivan Lima,MID,1.8,Piast Gliwice
2841,1409317.0,Dimi,Yvan Ikia Dimi,MID,1.7,Gornik Zabrze
2843,1926159.0,Zolneczko,Wiktor Żołneczko,GKP,0.7,Rakow
2845,930445.0,Santos,Thomas Santos,DEF,1.7,Motor Lublin
2846,1120369.0,Cuic,Filip Čuić,FWD,1.9,Pogon Szczecin
2847,1065629.0,Agger,Mads Agger,MID,1.8,Pogon Szczecin
2848,942689.0,Zmrzly,Ondřej Zmrzlý,DEF,1.8,Gornik Zabrze
2849,,Savvidis,Kyriákos Savvídis,MID,1.7,Wisla Plock
2850,,Markiewicz,Oskar Markiewicz,DEF,0.7,Radomiak
2851,,Olsen,Marius Olsen,DEF,1.7,GKS Katowice
2852,,Brzozowski,Krystian Brzozowski,DEF,0.7,Motor Lublin
2854,,Hancko,Adam Hańćko,MID,0.7,Korona Kielce
2855,,Pankowski,Wojciech Pańkowski,GKP,0.7,GKS Katowice
2859,,Rogowski,Nikodem Rogowski,DEF,0.7,Wisla Plock
2863,,Stepak,Jakub Stępak,GKP,0.7,Wisla Krakow
2864,,Letkiewicz,Patryk Letkiewicz,GKP,1.6,Wisla Krakow
2865,1396487.0,Maisonneuve,Maxence Maisonneuve,DEF,1.7,Wisla Krakow
2866,,Grujcic,Darijo Grujcic,DEF,1.7,Wisla Krakow
2867,,Kutwa,Mariusz Kutwa,DEF,1.5,Wisla Krakow
2868,,Skrobanski,Kacper Skrobański,DEF,0.7,Wisla Krakow
2869,1423456.0,Krzyzanowski,Jakub Krzyżanowski,DEF,1.6,Wisla Krakow
2870,,Mikulec,Rafał Mikulec,DEF,1.6,Wisla Krakow
2871,798179.0,Lelieveld,Julian Lelieveld,DEF,1.7,Wisla Krakow
2872,839430.0,Giger,Raoul Giger,DEF,1.6,Wisla Krakow
2873,,Omic,Ervin Omic,MID,1.6,Wisla Krakow
2874,939851.0,Igbekeme,James Igbekeme,MID,1.7,Wisla Krakow
2875,858946.0,Carbo,Marc Carbó,MID,1.7,Wisla Krakow
2876,,Staszak,Wiktor Staszak,MID,1.0,Wisla Krakow
2877,769123.0,Ertlthaler,Julius Ertlthaler,MID,1.8,Wisla Krakow
2878,980992.0,Duarte,Frederico Duarte,MID,2.0,Wisla Krakow
2879,1979705.0,Kuziemka,Maciej Kuziemka,MID,1.7,Wisla Krakow
2880,869880.0,Bozic,Marko Bozic,MID,1.8,Wisla Krakow
2881,966446.0,Rodado,Ángel Rodado,FWD,2.2,Wisla Krakow
2882,,Kawala,Szymon Kawała,FWD,0.9,Wisla Krakow
2883,1162089.0,Christodoulou,Irodotos Christodoulou,DEF,1.8,Slask Wroclaw
2884,872038.0,Ba,Lamine Ba,DEF,1.7,Slask Wroclaw
2885,,Dijakovic,Marko Dijakovic,DEF,1.6,Slask Wroclaw
2886,1139243.0,Shabani,Eniss Shabani,MID,1.9,Slask Wroclaw
2887,893673.0,Yriarte,Jorge Yriarte,MID,1.6,Slask Wroclaw
2888,,Markowski,Dorian Markowski,MID,0.7,Slask Wroclaw
2889,,Mazan,Przemyslaw Mazan,MID,0.7,Slask Wroclaw
2890,876303.0,Andersson,Alex Timossi Andersson,MID,2.0,Slask Wroclaw
2891,1473416.0,Rosiak,Michał Rosiak,MID,1.5,Slask Wroclaw
2892,1210678.0,Marjanac,Luka Marjanac,MID,1.9,Slask Wroclaw
2893,,Ciucka,Adam Ciućka,MID,0.7,Slask Wroclaw
2894,886979.0,Dembele,Malaly Dembélé,FWD,1.9,Slask Wroclaw
2895,1005830.0,Schulze,Philipp Schulze,GKP,1.7,Gornik Zabrze
2896,,Kustra,Antoni Kustra,GKP,0.7,Wieczysta
2897,1122497.0,Dujmovic,Duje Dujmovic,DEF,1.8,Wieczysta
2898,1147556.0,Djermanovic,Aleksandar Djermanovic,DEF,1.7,Wieczysta
2899,,Zagrodzki,Kacper Zagrodzki,DEF,0.7,Wieczysta
2900,,Knezevic,Nikola Knezevic,MID,1.7,Wieczysta
2901,822231.0,Christensen,Tobias Christensen,MID,1.8,Wieczysta
2902,156025.0,Piazon,Lucas Piazón,MID,1.7,Wieczysta
2903,837015.0,Pusic,Petar Pusic,MID,1.7,Wieczysta
2904,,Lungoyi,Christopher Lungoyi,MID,2.0,Wieczysta
2905,,Donkor,Jacky Donkor,MID,1.7,Wieczysta
2906,989101.0,Feiertag,Stefan Feiertag,FWD,1.9,Wieczysta
2907,1093963.0,Paulinho, Paulinho,FWD,1.8,Wieczysta
2908,1471169.0,Bartlewicz,Szymon Bartlewicz,MID,1.6,GKS Katowice
2909,,Baumgartner,Dominik Baumgartner,DEF,1.8,Cracovia
2910,,Durdov,Bruno Durdov,MID,1.9,Gornik Zabrze
2911,,Nongo,Gédéon Nongo,MID,1.8,Gornik Zabrze
2912,843208.0,Prekop,Erik Prekop,FWD,2.0,Gornik Zabrze
2913,,Semik,Ksawery Semik,MID,0.9,Gornik Zabrze
2914,,Synos,Michał Synoś,DEF,1.5,Gornik Zabrze
2915,1126582.0,Warczak,Patryk Warczak,DEF,1.5,Gornik Zabrze
2916,,Kalemba,Marcel Kalemba,MID,1.4,Gornik Zabrze
2917,905474.0,Sayyadmanesh,Allahyar Sayyadmanesh,MID,2.2,Lech Poznan
2918,1200442.0,Yegbe,Terry Yegbe,DEF,2.1,Lech Poznan
2919,,Deziel,Robert Deziel,DEF,1.7,Legia
2920,1136902.0,Aiko,Makan Aïko,MID,1.8,Motor Lublin
2921,958598.0,Popa,Mihai Popa,GKP,1.8,Motor Lublin
2922,,Akatov,Artem Akatov,DEF,0.9,Motor Lublin
2923,,Zlomanczuk,Marcel Złomańczuk,MID,0.7,Motor Lublin
2924,,Gril,Domen Gril,GKP,1.7,Piast Gliwice
2925,,Kucharski,Maciek Kucharski,FWD,0.7,Piast Gliwice
2926,,Ntamack,Samuel Ntamack,FWD,2.0,Piast Gliwice
2927,,Botis,Níkos Bótis,GKP,1.7,Pogon Szczecin
2928,1100897.0,Goure,Fernand Gouré,FWD,1.7,Radomiak
2929,,Manu, Manu,FWD,1.9,Radomiak
2930,,Debohi,Dieudonné Debohi,DEF,1.9,Rakow
2931,,Jendryka,Jakub Jendryka,DEF,1.8,Rakow
2932,,Karic,Tarik Karić,GKP,1.8,Rakow
2933,,Kwiatkowski,Oliwier Kwiatkowski,MID,1.6,Rakow
2934,1405717.0,Molnar,Ádin Molnár,MID,2.1,Rakow
2935,880745.0,Prsir,Jurica Pršir,MID,1.9,Wisla Plock
2936,,Colina,David Čolina,DEF,1.8,Zaglebie Lubin
2937,,Kosmalski,Paweł Kosmalski,MID,1.2,Zaglebie Lubin
2938,,Lyczko,Szymon Łyczko,MID,1.5,Zaglebie Lubin
2939,928848.0,Prelec,Nik Prelec,FWD,2.0,Jagiellonia
2940,,Garcia,Mario García,DEF,1.9,Widzew Lodz
2941,921362.0,Youan,Élie Youan,MID,1.9,Wisla Krakow
2942,,Sevcik,Michal Ševčík,MID,2.0,Legia
2943,,Gonzalez,Peter González,MID,1.9,Gornik Zabrze
2944,,Gregorski,Dominik Gregorski,FWD,1.0,Motor Lublin
2945,945121.0,Conceicao,Rodrigo Conceicao,DEF,2.0,Jagiellonia
2946,,Plawinski,Oliwier Pławiński,MID,0.7,Wisla Krakow
2947,,Tokarczyk,Karol Tokarczyk,MID,0.7,Wisla Krakow
2948,,Blaszkiewicz,Kacper Błaszkiewicz,FWD,0.9,Wisla Plock
2949,,Dari,Oskar Dari,MID,0.8,Wisla Plock
2950,,Wadas,Szymon Wadas,GKP,0.7,Wisla Plock
2951,,Cavlina,Nikola Čavlina,GKP,1.8,Wieczysta
2952,825841.0,Nunnely,Ché Nunnely,MID,1.8,Radomiak
2953,891507.0,Bourhane,Yacine Bourhane,MID,1.8,Motor Lublin
2954,1149293.0,Burlet,Vincent Burlet,DEF,1.8,Cracovia
2955,,Chmielewski,Igor Chmielewski,DEF,0.7,Korona Kielce
2956,,Tobola,Kornel Toboła,FWD,0.7,Korona Kielce
2957,,Dziekonski,Patryk Dziekoński,MID,0.7,Zaglebie Lubin
2958,,Nowak,Franciszek Nowak,GKP,0.7,Zaglebie Lubin
2959,,Przybylko,Filip Przybyłko,MID,0.7,Legia
2960,,Cymbulak,Maksym Cymbulak,MID,1.2,Wisla Krakow
2961,,Calko,Nikodem Całko,DEF,0.7,Rakow
2962,,Mikanowicz,Erik Mikanowicz,MID,0.7,Legia
2963,1002568.0,Dietz,Maximilian Dietz,DEF,2.0,Gornik Zabrze
2964,,Stechnij,Patryk Stechnij,GKP,1.0,Wieczysta
2965,,Marciniak,Alex Marciniak,MID,1.7,Cracovia
2966,1403575.0,Agbonifo,Jeremy Agbonifo,MID,2.0,Jagiellonia
2967,,Guillemenot,Jérémy Guillemenot,FWD,2.0,Wisla Krakow
2968,,Zulewski,Adrian Żulewski,DEF,0.7,Slask Wroclaw
2969,,Dohojda,Nicolas Dohojda,MID,0.9,Radomiak
2970,,Kraska,Konrad Kraska,MID,0.7,Motor Lublin
