id,name,team,position,price,overall_status,description,expectedEndDate,return_gameweek,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,total_Pts
2880,Marko Bozic,Wisła Kraków,MID,1.8,EXP,,,,5.8,3.7,6.1,3.6,3.9,6,3.7,5.7,38.5
2677,Musa Juwara,Pogoń Szczecin,MID,1.8,MAY,,,,5,3.7,5.6,3.6,5.7,4,5.4,5.3,38.3
1403,Damian Warchoł,Śląsk Wrocław,MID,1.7,MAY,,,,4,5.5,5.7,4.4,5.6,3.5,3.8,5.7,38.2
138,Robert Gumny,Lech Poznań,DEF,1.8,MAY,,,,5.8,4.5,5.6,4.2,5.5,3.4,5.5,3.5,38
2467,Mateusz Szczepaniak,Legia Warszawa,MID,0.7,NES,,,,3.9,5.8,3.8,5.8,3.7,5.7,4,5.3,38
2206,Adrián Dalmau,Piast Gliwice,FWD,1.7,NES,,,,4.2,5.8,3.3,5.5,5.2,4.3,5.3,4.4,38
2507,Jesus Diaz,Raków Częstochowa,MID,1.7,MAY,,,,5.4,4.1,5.7,3.6,5.5,5.1,3,5.6,38
2737,Marko Bulat,Raków Częstochowa,MID,2,EXP,,,,5.4,4.1,5.7,3.6,5.5,5.1,3,5.6,38
2846,Filip Čuić,Pogoń Szczecin,FWD,1.9,EXP,,,,4.9,3.7,5.5,3.6,5.6,4,5.3,5.3,37.9
2481,Ajdin Hasić,Cracovia,MID,2.2,EXP,,,,3.1,5.5,4.4,5.2,5.5,4.2,5.7,4.2,37.8
2480,Daniel Håkans,Lech Poznań,MID,1.8,NES,,,,5.2,4.5,5.1,4.4,5.1,3.9,5.1,4,37.3
2879,Maciej Kuziemka,Wisła Kraków,MID,1.7,MAY,,,,5.5,3.5,5.8,3.5,3.7,5.7,3.6,5.4,36.7
1319,Paweł Wszołek,Legia Warszawa,DEF,2,EXP,,,,3.2,6.3,3,6.3,2.9,6.2,3.3,5.4,36.6
1880,Ilja Szkurin,GKS Katowice,FWD,2.1,MAY,,,,3.9,5.7,5.4,4.1,5.4,3.8,3.9,4.1,36.3
2747,Hugo Vallejo,Piast Gliwice,MID,1.8,EXP,,,,4,5.6,3.1,5.3,4.9,4.1,5.1,4.2,36.3
2679,Paul Mukairu,Pogoń Szczecin,MID,2.1,EXP,,,,4.7,3.5,5.3,3.4,5.4,3.8,5.1,5.1,36.3
2686,Samuel Akere,Widzew Łódź,MID,1.9,NES,,,,5.6,4.1,3.6,5.2,4.3,4.4,5.6,3.4,36.2
2729,Dijon Kameri,Cracovia,MID,1.7,MAY,,,,3,5.2,4.2,5,5.3,4,5.4,4,36.1
2731,Aziel Jackson,Jagiellonia Białystok,MID,1.9,NES,,,,5.3,4.1,5.2,5.4,3.1,3.4,5.7,3.9,36.1
1010,Jorge Félix Garcia,Piast Gliwice,MID,1.9,EXP,,,,4,5.6,3.1,5.2,4.9,4,5.1,4.2,36.1
774,Sebastian Bergier,Widzew Łódź,FWD,2.4,EXP,,,,5.5,4.1,3.6,5.1,4.3,4.3,5.5,3.4,35.8
1987,Jordi Sánchez,Wisła Kraków,FWD,1.8,EXP,,,,5.4,3.5,5.6,3.4,3.7,5.5,3.5,5.2,35.8
2675,Quentin Boisgard,Piast Gliwice,MID,1.7,EXP,,,,4,5.5,3.1,5.2,4.8,4,5,4.1,35.7
1928,Stratos Svarnas,Raków Częstochowa,DEF,2.1,EXP,,,,5.5,3.5,5.9,2.6,5.6,5,1.8,5.8,35.7
2436,Adriano Amorim,Raków Częstochowa,MID,1.8,MAY,,,,5,3.9,5.3,3.4,5.1,4.7,2.9,5.2,35.5
2423,Mbaye N'Diaye,Motor Lublin,MID,2.4,EXP,,,,3.5,5.2,3.9,5.4,3.7,5.3,5.2,3.2,35.4
2527,Gisli Thordarson,Lech Poznań,MID,1.8,NES,,,,5,4.3,4.8,4.2,4.8,3.7,4.8,3.8,35.4
923,Rafał Augustyniak,Legia Warszawa,DEF,1.8,EXP,,,,3.1,6.1,2.9,6.1,2.8,5.9,3.2,5.2,35.3
1521,Bartosz Kapustka,Legia Warszawa,MID,1.9,EXP,,,,3.6,5.4,3.5,5.3,3.5,5.3,3.7,4.9,35.2
303,Mariusz Stępiński,Korona Kielce,FWD,2.2,EXP,,,,3.4,5.1,4.7,3.5,5.2,4,5.2,4.1,35.2
1926,Roberto Alves,Radomiak Radom,MID,1.8,EXP,,,,5,3.4,5.2,3,5.4,4.9,3.3,4.8,35
2225,Fran Álvarez,Widzew Łódź,MID,2,EXP,,,,5.4,4,3.5,5,4.2,4.2,5.4,3.3,35
1698,Karol Knap,Cracovia,MID,1.7,EXP,,,,2.9,5,4.1,4.8,5.1,3.9,5.2,3.9,34.9
2783,Andi Zeqiri,Widzew Łódź,FWD,1.8,MAY,,,,5.3,4,3.5,4.9,4.2,4.2,5.3,3.3,34.7
2582,Martin Minczew,Cracovia,MID,1.7,MAY,,,,2.9,5,4,4.8,5,3.9,5.2,3.9,34.7
1092,Piotr Samiec-Talar,Śląsk Wrocław,MID,2,EXP,,,,3.7,5,5.1,4,5,3.3,3.5,5.1,34.7
2670,Petar Stojanović,Legia Warszawa,DEF,1.7,NES,,,,3,6,2.8,6,2.8,5.8,3.1,5.1,34.6
2208,Martin Remacle,Korona Kielce,MID,1.8,EXP,,,,3.3,5,4.6,3.4,5.2,3.9,5.2,4,34.6
587,Patryk Dziczek,Pogoń Szczecin,MID,1.9,MAY,,,,4.5,3.4,5,3.3,5.1,3.7,4.8,4.8,34.6
1812,Jason Lokilo,Piast Gliwice,MID,1.7,EXP,,,,3.8,5.3,3,5,4.7,3.9,4.8,4,34.5
1252,Marcel Wędrychowski,GKS Katowice,MID,1.7,NES,,,,3.7,5.4,5.1,3.9,5.1,3.6,3.6,3.9,34.3
2671,Karol Czubak,Motor Lublin,FWD,3,EXP,,,,3.5,5,3.8,5.2,3.6,5.1,5,3.1,34.3
2817,Emil Kornvig,Widzew Łódź,MID,2.1,EXP,,,,5.3,4,3.4,4.9,4.1,4.1,5.3,3.2,34.3
2123,Michał Gurgul,Lech Poznań,DEF,2.3,EXP,,,,5.2,4,5,3.7,5,3.1,5,3.1,34.1
2775,Fábio Ronaldo,Motor Lublin,MID,2,EXP,,,,3.4,5,3.7,5.2,3.6,5.1,5,3.1,34.1
2673,Kacper Karasek,Radomiak Radom,MID,1.7,MAY,,,,4.9,3.4,5,3,5.2,4.8,3.2,4.6,34.1
1673,Przemysław Banaszak,Śląsk Wrocław,FWD,2,EXP,,,,3.6,4.8,5,3.9,4.9,3.2,3.5,5,33.9
2912,Erik Prekop,Górnik Zabrze,FWD,2,EXP,,,,5.3,3.5,3.8,5.4,3.1,5,3.4,4.3,33.8
860,Wiktor Długosz,Korona Kielce,MID,1.8,MAY,,,,3.3,4.9,4.5,3.3,5,3.8,5,3.9,33.7
2346,Jakub Żewłakow,Legia Warszawa,MID,1.5,NES,,,,3.5,5.1,3.4,5.1,3.4,5,3.6,4.6,33.7
1168,Patryk Makuch,Raków Częstochowa,FWD,1.9,EXP,,,,4.7,3.8,4.9,3.3,4.8,4.5,2.8,4.9,33.7
2877,Julius Ertlthaler,Wisła Kraków,MID,1.8,EXP,,,,5,3.3,5.2,3.3,3.5,5.2,3.3,4.9,33.7
1360,Kacper Chodyna,Legia Warszawa,MID,1.8,EXP,,,,3.5,5.1,3.4,5,3.4,5,3.6,4.6,33.6
1770,Tomasz Pieńko,Raków Częstochowa,MID,2,EXP,,,,4.7,3.7,5,3.2,4.8,4.5,2.8,4.9,33.6
1697,Otar Kakabadze,Cracovia,DEF,1.8,MAY,,,,1.9,5.3,3.6,5,5.4,3.4,5.6,3.4,33.6
2552,Konstantínos Sotiríou,Korona Kielce,DEF,1.9,EXP,,,,2.5,5.4,4.7,2.7,5.6,3.4,5.7,3.6,33.6
2724,Roberto Massimo,Górnik Zabrze,MID,1.7,NES,,,,5.4,3.4,3.7,5.5,3,5,3.3,4.2,33.5
2384,Borja Galán,GKS Katowice,DEF,1.9,EXP,,,,3.1,6.1,5.5,3.5,5.6,3,3.1,3.4,33.3
2573,Oliwier Olewiński,Legia Warszawa,MID,1.2,NES,,,,3.5,5,3.4,5,3.3,4.9,3.5,4.6,33.2
1334,Conrado Buchanelli Holz,Radomiak Radom,DEF,1.7,NES,,,,5.2,2.6,5.4,2,5.8,5,2.4,4.8,33.2
2461,Taofeek Ismaheel,Górnik Zabrze,MID,2,NES,,,,5.3,3.4,3.7,5.4,3,4.9,3.3,4.1,33.1
2424,Bartosz Wolski,GKS Katowice,MID,2.4,NES,,,,3.6,5.1,4.9,3.8,4.9,3.5,3.5,3.7,33
1464,Kajetan Szmyt,Jagiellonia Białystok,MID,2.1,EXP,,,,4.8,3.7,4.7,4.9,3,3.2,5.1,3.6,33
2280,Fredrik Ulvestad,Pogoń Szczecin,MID,2.1,EXP,,,,4.3,3.3,4.8,3.2,4.8,3.5,4.6,4.5,33
2406,Maksym Chłań,Górnik Zabrze,MID,2.5,EXP,,,,5.2,3.4,3.7,5.3,3,4.9,3.3,4.1,32.9
979,Oskar Repka,Raków Częstochowa,MID,2,EXP,,,,4.6,3.6,4.8,3.2,4.7,4.4,2.8,4.8,32.9
1632,Antoni Kozubal,Lech Poznań,MID,2,EXP,,,,4.6,4,4.5,3.9,4.4,3.5,4.4,3.5,32.8
1169,Mateusz Skrzypczak,Lech Poznań,DEF,1.8,MAY,,,,5,3.9,4.8,3.6,4.8,2.9,4.8,3,32.8
2907, Paulinho,Wieczysta Kraków,FWD,1.8,MAY,,,,4.2,4,3.9,3.8,3.7,3.9,5.3,4,32.8
184,Rafał Wolski,Radomiak Radom,MID,2.2,MAY,,,,4.7,3.3,4.8,2.9,5,4.5,3.1,4.4,32.7
2926,Samuel Ntamack,Piast Gliwice,FWD,2,NES,,,,3.7,4.9,2.9,4.7,4.4,3.7,4.5,3.8,32.6
2847,Mads Agger,Pogoń Szczecin,MID,1.8,EXP,,,,4.2,3.2,4.7,3.1,4.7,3.5,4.5,4.5,32.4
2431,Rúben Vinagre,Legia Warszawa,DEF,1.8,EXP,,,,2.8,5.6,2.6,5.6,2.6,5.5,2.9,4.8,32.4
147,Kamil Jóźwiak,Jagiellonia Białystok,MID,1.9,NES,,,,4.7,3.7,4.6,4.8,2.9,3.1,5,3.5,32.3
2719,Leandro Sanca,Piast Gliwice,MID,1.8,MAY,,,,3.6,4.9,2.9,4.6,4.3,3.6,4.4,3.7,32
128,Łukasz Sekulski,Wisła Płock,FWD,2.1,MAY,,,,3.2,4.6,3.6,3.9,3.6,4.7,3.7,4.7,32
2032,Oskar Leśniak,Piast Gliwice,MID,1.6,EXP,,,,3.6,4.8,2.9,4.6,4.3,3.6,4.4,3.7,31.9
2826,Levente Szabó,Zagłębie Lubin,FWD,1.8,EXP,,,,4.5,2.9,2.9,4.9,3.6,4.7,3.7,4.6,31.8
2557,Abdoul Tapsoba,Radomiak Radom,FWD,1.7,EXP,,,,4.5,3.2,4.6,2.8,4.8,4.4,3.1,4.3,31.7
2892,Luka Marjanac,Śląsk Wrocław,MID,1.9,EXP,,,,3.4,4.5,4.6,3.7,4.5,3.1,3.3,4.6,31.7
633,Mateusz Wdowiak,GKS Katowice,MID,1.8,MAY,,,,3.4,4.9,4.7,3.6,4.7,3.4,3.4,3.6,31.7
2345,Wojciech Urbański,Legia Warszawa,MID,1.7,MAY,,,,3.3,4.7,3.2,4.7,3.2,4.6,3.3,4.3,31.3
1341,Fran Tudor,Raków Częstochowa,DEF,1.9,EXP,,,,4.8,3,5.2,2.3,4.9,4.3,1.6,5.1,31.2
2588,Mauro Perković,Cracovia,DEF,1.8,MAY,,,,1.7,5,3.4,4.6,5.1,3.1,5.2,3.1,31.2
2664,Dimítris Rállis,Jagiellonia Białystok,FWD,1.9,EXP,,,,4.5,3.6,4.4,4.6,2.9,3.1,4.7,3.4,31.2
2871,Julian Lelieveld,Wisła Kraków,DEF,1.7,EXP,,,,5.2,2.4,5.6,2.4,2.7,5.5,2.4,5,31.2
2910,Bruno Durdov,Górnik Zabrze,MID,1.9,EXP,,,,4.9,3.2,3.5,5,2.9,4.6,3.1,3.9,31.1
2920,Makan Aïko,Motor Lublin,MID,1.8,NES,,,,3.2,4.5,3.5,4.6,3.3,4.6,4.5,2.9,31.1
1332,Erik Jirka,GKS Katowice,DEF,1.9,MAY,,,,2.9,5.7,5.2,3.2,5.2,2.8,2.8,3.2,31
2943,Peter González,Górnik Zabrze,MID,1.9,NES,,,,4.9,3.2,3.5,5,2.9,4.5,3.1,3.9,31
2046,Dawid Drachal,Jagiellonia Białystok,MID,1.7,MAY,,,,4.5,3.5,4.4,4.6,2.8,3,4.8,3.4,31
239,Marcin Flis,Wisła Płock,DEF,1.7,NES,,,,2.4,5,3.1,3.8,3.1,5.1,3.3,5.2,31
2566,José Pozo,Pogoń Szczecin,MID,1.8,MAY,,,,4,3.1,4.5,3,4.5,3.3,4.3,4.2,30.9
2477,Marcel Reguła,Zagłębie Lubin,MID,2.1,EXP,,,,4.4,2.8,2.8,4.8,3.4,4.6,3.6,4.4,30.8
2281,Sebastian Kerk,Zagłębie Lubin,MID,2.1,MAY,,,,4.4,2.8,2.8,4.8,3.4,4.6,3.6,4.4,30.8
2800,Christopher Cheng,Widzew Łódź,DEF,1.8,EXP,,,,5.4,3.2,2.5,4.8,3.5,3.6,5.5,2.2,30.7
2526,Sondre Liseth,Górnik Zabrze,FWD,2,MAY,,,,4.8,3.2,3.5,4.8,2.9,4.5,3.1,3.9,30.7
2745,Mateusz Klich,Cracovia,MID,1.8,EXP,,,,2.7,4.3,3.6,4.2,4.4,3.4,4.5,3.5,30.6
1756,Konrad Matuszewski,Korona Kielce,DEF,1.9,EXP,,,,2.3,4.9,4.3,2.4,5.1,3.1,5.2,3.3,30.6
2299,Norbert Barczak,Korona Kielce,DEF,1.7,NES,,,,2.3,4.9,4.3,2.4,5.1,3.1,5.2,3.3,30.6
87,Damian Szymański,Legia Warszawa,MID,1.8,MAY,,,,3.2,4.6,3.1,4.6,3.1,4.5,3.3,4.2,30.6
2873,Ervin Omic,Wisła Kraków,MID,1.6,MAY,,,,4.5,3.1,4.7,3,3.2,4.6,3.1,4.4,30.6
1398,Jakub Sypek,Zagłębie Lubin,MID,1.8,MAY,,,,4.3,2.8,2.8,4.8,3.4,4.5,3.6,4.4,30.6
2505,Dimítrios Keramítsis,Pogoń Szczecin,DEF,1.8,EXP,,,,4.1,2.4,4.9,2.2,5,2.8,4.6,4.5,30.5
2002,Léo Borges,Pogoń Szczecin,DEF,1.7,MAY,,,,4.1,2.4,4.9,2.2,5,2.8,4.6,4.5,30.5
2687,Ángel Baena,Widzew Łódź,MID,1.8,EXP,,,,4.6,3.5,3.1,4.3,3.7,3.7,4.6,3,30.5
827,Mateusz Grzybek,Zagłębie Lubin,DEF,1.9,MAY,,,,4.8,1.9,1.9,5.5,3,5.1,3.3,4.9,30.4
1935,Juljan Shehu,Widzew Łódź,MID,2,EXP,,,,4.6,3.5,3.1,4.3,3.7,3.6,4.6,3,30.4
2447,João Moutinho,Lech Poznań,DEF,1.8,MAY,,,,4.6,3.6,4.5,3.3,4.4,2.7,4.4,2.8,30.3
2473,Michalis Kosidis,Zagłębie Lubin,FWD,1.8,EXP,,,,4.3,2.8,2.8,4.7,3.4,4.4,3.6,4.3,30.3
2096,Kacper Śmiglewski,Cracovia,FWD,1.5,NES,,,,2.7,4.3,3.6,4.1,4.3,3.4,4.4,3.5,30.3
2891,Michał Rosiak,Śląsk Wrocław,MID,1.5,EXP,,,,3.3,4.2,4.4,3.5,4.3,3,3.1,4.4,30.2
1327,Kacper Urbański,Górnik Zabrze,MID,1.8,EXP,,,,4.7,3.1,3.4,4.8,2.8,4.4,3.1,3.8,30.1
2010,Saïd Hamulic,Wisła Płock,FWD,1.8,EXP,,,,3,4.3,3.4,3.7,3.4,4.4,3.5,4.4,30.1
2848,Ondřej Zmrzlý,Górnik Zabrze,DEF,1.8,MAY,,,,5.6,2.5,3,5.8,1.9,5,2.4,3.8,30
458,Arkadiusz Reca,Legia Warszawa,DEF,1.7,EXP,,,,2.6,5.2,2.4,5.1,2.4,5,2.7,4.4,29.8
1529,Mariusz Fornalczyk,Widzew Łódź,MID,2,EXP,,,,4.5,3.4,3,4.2,3.6,3.6,4.5,2.9,29.7
2732,Tonio Teklić,Widzew Łódź,MID,1.7,NES,,,,4.5,3.4,3,4.2,3.6,3.6,4.5,2.9,29.7
1039,Wiktor Biedrzycki,Wisła Kraków,DEF,1.7,MAY,,,,5,2.3,5.3,2.2,2.5,5.3,2.3,4.8,29.7
2295,Daniel Bąk,Korona Kielce,FWD,0.7,NES,,,,3,4.2,3.9,3.1,4.3,3.4,4.3,3.5,29.7
2367,Wojciech Mońka,Lech Poznań,DEF,2.1,EXP,,,,4.5,3.5,4.4,3.2,4.3,2.6,4.3,2.7,29.5
1471,Kamil Lukoszek,Górnik Zabrze,MID,1.7,MAY,,,,4.6,3.1,3.3,4.7,2.8,4.3,3,3.7,29.5
1998,Olaf Kobacki,Wisła Płock,MID,1.8,NES,,,,3,4.2,3.3,3.6,3.3,4.3,3.5,4.3,29.5
1725,Mehir Emreli,Raków Częstochowa,FWD,2.3,NES,,,,4,3.4,4.2,3,4.1,3.9,2.6,4.2,29.4
2163,Marcel Pięczek,Korona Kielce,DEF,1.8,EXP,,,,2.2,4.7,4.1,2.3,4.9,2.9,5,3.2,29.3
2918,Terry Yegbe,Lech Poznań,DEF,2.1,EXP,,,,4.5,3.4,4.3,3.2,4.3,2.6,4.3,2.7,29.3
1853,Bogdan Racovițan,Raków Częstochowa,DEF,2,EXP,,,,4.5,2.8,4.9,2.1,4.6,4.1,1.5,4.8,29.3
2668,Tamar Svetlin,Korona Kielce,MID,1.8,EXP,,,,2.9,4.2,3.8,3,4.3,3.3,4.3,3.4,29.2
2784,Benjamin Mendy,Pogoń Szczecin,DEF,1.7,EXP,,,,3.9,2.3,4.7,2.1,4.8,2.7,4.4,4.3,29.2
2728,Juande Rivas,Piast Gliwice,DEF,1.8,EXP,,,,2.9,5.1,1.8,4.6,4.2,3,4.4,3.1,29.1
1192,Erik Janža,Górnik Zabrze,DEF,2.2,EXP,,,,5.5,2.4,2.9,5.6,1.9,4.8,2.3,3.7,29.1
2755,Romário Baró,Radomiak Radom,MID,1.7,EXP,,,,4.1,3,4.2,2.7,4.3,4,2.9,3.9,29.1
2794,Lukáš Sadílek,Górnik Zabrze,MID,2,EXP,,,,4.5,3,3.3,4.6,2.8,4.2,3,3.6,29
2954,Vincent Burlet,Cracovia,DEF,1.8,NES,,,,1.6,4.6,3.1,4.3,4.7,2.9,4.9,2.9,29
2727,Natan Ława,Pogoń Szczecin,MID,1.6,EXP,,,,3.7,3,4.1,2.9,4.1,3.1,4,3.9,28.8
1126,Kamil Piątkowski,Legia Warszawa,DEF,2,EXP,,,,2.5,5,2.3,5,2.3,4.8,2.6,4.2,28.7
1616,Adam Zreľák,GKS Katowice,FWD,1.8,EXP,,,,3.2,4.3,4.1,3.3,4.1,3.1,3.1,3.3,28.5
2904,Christopher Lungoyi,Wieczysta Kraków,MID,2,NES,,,,3.6,3.4,3.4,3.3,3.3,3.4,4.5,3.5,28.4
1757,Bartosz Mrozek,Lech Poznań,GKP,2.2,MAY,,,,4.2,3.4,4.1,3.2,4,2.7,4.1,2.7,28.4
2699,Ivo Rodrigues,Motor Lublin,MID,1.8,EXP,,,,3,4,3.2,4.1,3.1,4.1,4,2.7,28.2
1290,Karol Struski,Raków Częstochowa,MID,1.7,MAY,,,,3.9,3.2,4.1,2.8,3.9,3.7,2.5,4,28.1
2767,Yannick Agnero,Lech Poznań,FWD,1.8,MAY,,,,3.8,3.5,3.7,3.4,3.7,3.1,3.7,3.1,28
951,Arkadiusz Jędrych,GKS Katowice,DEF,2.3,EXP,,,,2.6,5.1,4.7,2.9,4.7,2.5,2.6,2.9,28
1026,Mateusz Lis,Lech Poznań,GKP,1.8,EXP,,,,4.2,3.3,4.1,3.1,4,2.6,4,2.6,27.9
1653,Adam Radwański,Wisła Płock,MID,1.8,MAY,,,,2.9,3.9,3.2,3.4,3.2,4,3.3,4,27.9
1754,Michał Król,Wisła Płock,MID,1.8,MAY,,,,2.9,3.9,3.2,3.4,3.2,4,3.3,4,27.9
2680,Mor N'Diaye,Pogoń Szczecin,MID,1.7,NES,,,,3.5,2.9,3.9,2.8,4,3,3.8,3.8,27.7
2743,Elves Balde,Radomiak Radom,FWD,1.7,EXP,,,,3.9,2.9,3.9,2.6,4.1,3.8,2.8,3.7,27.7
1285,Lucas Luquinhas,Radomiak Radom,MID,2,EXP,,,,3.9,2.9,3.9,2.6,4.1,3.8,2.8,3.7,27.7
2066,David González Plata,Korona Kielce,MID,1.7,EXP,,,,2.8,3.9,3.6,2.9,4,3.1,4,3.3,27.6
1136,Mateusz Praszelik,Cracovia,MID,1.7,EXP,,,,2.5,3.9,3.3,3.7,3.9,3.1,4,3.2,27.6
2903,Petar Pusic,Wieczysta Kraków,MID,1.7,MAY,,,,3.6,3.3,3.3,3.2,3.2,3.3,4.3,3.4,27.6
2073,Linus Wahlqvist,Pogoń Szczecin,DEF,1.8,EXP,,,,3.7,2.2,4.4,2,4.5,2.5,4.1,4.1,27.5
1225,Jan Grzesik,Radomiak Radom,DEF,2,EXP,,,,4.3,2.2,4.5,1.7,4.8,4.1,2,3.9,27.5
86,Taras Romanczuk,Jagiellonia Białystok,MID,1.9,EXP,,,,3.9,3.2,3.8,4,2.6,2.8,4.1,3,27.4
1490,Kacper Trelowski,Raków Częstochowa,GKP,1.9,EXP,,,,4.1,2.7,4.4,2.2,4.2,3.7,1.7,4.3,27.3
2785,Hussein Ali,Pogoń Szczecin,DEF,1.7,NES,,,,3.6,2.1,4.4,2,4.5,2.5,4.1,4,27.2
2952,Ché Nunnely,Radomiak Radom,MID,1.8,NES,,,,3.8,2.8,3.9,2.6,4,3.7,2.8,3.6,27.2
2462,Amir Al-Ammari,Cracovia,MID,1.8,EXP,,,,2.5,3.8,3.2,3.7,3.9,3.1,3.9,3.1,27.2
2176,Mateusz Kowalczyk,GKS Katowice,MID,1.9,EXP,,,,3,4.1,3.9,3.2,3.9,3,3,3.1,27.2
2685,Apóstolos Konstantópoulos,Jagiellonia Białystok,DEF,1.7,NES,,,,4.4,2.8,4.3,4.5,1.7,2,4.9,2.5,27.1
1582,Yehor Matsenko,Śląsk Wrocław,DEF,1.8,EXP,,,,2.5,4.2,4.5,2.9,4.3,2,2.3,4.4,27.1
2779,Deni Jurić,Wisła Płock,FWD,1.8,EXP,,,,2.8,3.8,3.1,3.3,3.1,3.9,3.2,3.9,27.1
2616,Kamil Jakubczyk,Korona Kielce,MID,1.7,NES,,,,2.8,3.8,3.5,2.8,3.9,3.1,3.9,3.2,27
1623,Filip Borowski,Piast Gliwice,DEF,1.6,EXP,,,,2.7,4.7,1.7,4.3,3.9,2.7,4.1,2.9,27
2869,Jakub Krzyżanowski,Wisła Kraków,DEF,1.6,MAY,,,,4.5,2.1,4.8,2,2.3,4.7,2.1,4.3,26.8
994,Lukas Klemenz,GKS Katowice,DEF,2,MAY,,,,2.5,4.9,4.5,2.8,4.5,2.4,2.5,2.7,26.8
2386,Patrik Hellebrand,Korona Kielce,MID,2.1,MAY,,,,2.7,3.7,3.5,2.8,3.8,3.1,3.9,3.2,26.7
2448,Alex Douglas,Lech Poznań,DEF,1.8,NES,,,,4.1,3.1,3.9,2.9,3.9,2.4,3.9,2.5,26.7
2316,Mateusz Pruchniewski,Lech Poznań,GKP,0.7,MAY,,,,4.1,3.1,3.9,2.9,3.9,2.4,3.9,2.5,26.7
2894,Malaly Dembélé,Śląsk Wrocław,FWD,1.9,NES,,,,3,3.7,3.8,3.2,3.7,2.7,2.9,3.7,26.7
2444,Marcel Krajewski,Widzew Łódź,DEF,1.8,MAY,,,,4.7,2.8,2.1,4.2,3,3.1,4.8,1.9,26.6
2454,Pau Resta,GKS Katowice,DEF,1.9,MAY,,,,2.5,4.9,4.4,2.8,4.5,2.4,2.4,2.7,26.6
2874,James Igbekeme,Wisła Kraków,MID,1.7,EXP,,,,3.8,2.7,3.9,2.7,2.8,3.9,2.8,3.7,26.3
1494,Kacper Duda,Wisła Kraków,MID,1.6,EXP,,,,3.8,2.7,3.9,2.7,2.8,3.9,2.8,3.7,26.3
2100,Dušan Stojinović,Jagiellonia Białystok,DEF,1.7,MAY,,,,4.3,2.7,4.2,4.4,1.6,1.9,4.8,2.4,26.3
2752,Slobodan Rubežić,Korona Kielce,DEF,1.7,EXP,,,,2,4.2,3.6,2.1,4.4,2.6,4.4,2.8,26.1
1893,Dani Pacheco,Wisła Płock,MID,1.8,EXP,,,,2.7,3.7,3,3.2,3,3.7,3.1,3.7,26.1
2890,Alex Timossi Andersson,Śląsk Wrocław,MID,2,NES,,,,2.9,3.6,3.7,3.1,3.6,2.7,2.8,3.7,26.1
1214,Filip Szymczak,Zagłębie Lubin,FWD,1.8,NES,,,,3.6,2.5,2.5,3.9,3,3.7,3.1,3.7,26
1931,Steve Kapuadi,Widzew Łódź,DEF,1.8,EXP,,,,4.6,2.7,2.1,4.1,2.9,3,4.7,1.9,26
1020,Jakub Łabojko,Piast Gliwice,MID,1.7,MAY,,,,3,3.8,2.5,3.6,3.4,3,3.5,3.1,25.9
20,Damian Dąbrowski,Zagłębie Lubin,MID,1.7,EXP,,,,3.6,2.5,2.5,3.9,3,3.7,3.1,3.6,25.9
1909,Rafał Adamski,Legia Warszawa,FWD,2,EXP,,,,2.9,3.7,2.8,3.7,2.8,3.6,2.9,3.5,25.9
2900,Nikola Knezevic,Wieczysta Kraków,MID,1.7,MAY,,,,3.3,3.1,3.1,3,3,3.1,4,3.2,25.8
1540,Norbert Wojtuszek,Jagiellonia Białystok,DEF,1.9,EXP,,,,4.2,2.6,4.1,4.3,1.6,1.9,4.7,2.4,25.8
1747,Igor Drapiński,Piast Gliwice,DEF,1.8,EXP,,,,2.6,4.5,1.6,4.1,3.7,2.6,3.9,2.7,25.7
2841,Yvan Ikia Dimi,Górnik Zabrze,MID,1.7,MAY,,,,3.9,2.8,2.9,4,2.5,3.6,2.7,3.2,25.6
2939,Nik Prelec,Jagiellonia Białystok,FWD,2,NES,,,,3.6,3,3.5,3.6,2.5,2.7,3.8,2.9,25.6
2456,Christopher Simon,Motor Lublin,MID,1.7,EXP,,,,2.7,3.6,2.9,3.7,2.8,3.6,3.6,2.6,25.5
2909,Dominik Baumgartner,Cracovia,DEF,1.8,NES,,,,1.4,4.1,2.7,3.8,4.1,2.5,4.3,2.6,25.5
423,Adrian Błąd,GKS Katowice,MID,1.7,NES,,,,2.9,3.8,3.6,3,3.6,2.8,2.8,3,25.5
2016,Jakub Lewicki,Piast Gliwice,DEF,1.7,EXP,,,,2.5,4.5,1.6,4.1,3.7,2.6,3.8,2.7,25.5
2450,Ivan Brkić,Legia Warszawa,GKP,1.8,NES,,,,2.3,4.3,2.1,4.3,2.1,4.2,2.4,3.7,25.4
2908,Szymon Bartlewicz,GKS Katowice,MID,1.6,NES,,,,2.8,3.8,3.6,3,3.6,2.8,2.8,2.9,25.3
2435,Zié Ouattara,Radomiak Radom,DEF,1.8,EXP,,,,4,2,4.1,1.5,4.4,3.8,1.9,3.6,25.3
2930,Dieudonné Debohi,Raków Częstochowa,DEF,1.9,NES,,,,3.9,2.4,4.2,1.8,4,3.5,1.3,4.2,25.3
2838,Dominik Czeremski,Raków Częstochowa,GKP,0.7,NES,,,,3.9,2.4,4.2,1.8,4,3.5,1.3,4.2,25.3
2325,Erick Otieno,Raków Częstochowa,DEF,1.8,NES,,,,3.9,2.4,4.2,1.8,4,3.5,1.3,4.2,25.3
