id,name,team,position,price,overall_status,description,expectedEndDate,return_gameweek,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,total_Pts
2098,Olivier Sukiennicki,Wisła Kraków,MID,1.5,NES,,,,,,,,,,,,
2553,Aleksander Wyganowski,Legia Warszawa,MID,0.7,NES,,,,,,,,,,,,
2962,Erik Mikanowicz,Legia Warszawa,MID,0.7,NES,,,,,,,,,,,,
2959,Filip Przybyłko,Legia Warszawa,MID,0.7,NES,,,,,,,,,,,,
2749,Henrique Arreiol,Legia Warszawa,MID,1.7,EXP,,,,,,,,,,,,
2798,Samuel Kováčik,Legia Warszawa,MID,1.3,NES,,,,,,,,,,,,
2681,Jérémy Blasco,Radomiak Radom,DEF,1.7,NES,,,,,,,,,,,,
308,Kamil Dankowski,Wieczysta Kraków,DEF,1.6,MAY,,,,,,,,,,,,
2809,Simon Gustafson,Korona Kielce,MID,1.8,MAY,,,,,,,,,,,,
2851,Marius Olsen,GKS Katowice,DEF,1.7,EXP,,,,,,,,,,,,
2865,Maxence Maisonneuve,Wisła Kraków,DEF,1.7,NES,,,,,,,,,,,,
1386,Ariel Mosór,Korona Kielce,DEF,1.8,NES,,,,,,,,,,,,
1400,Xavier Dziekoński,Korona Kielce,GKP,2,EXP,,,,,,,,,,,,
2688,Dion Gallapeni,Wisła Płock,DEF,1.8,EXP,,,,,,,,,,,,
1280,Damian Michalski,Zagłębie Lubin,DEF,1.8,EXP,,,,,,,,,,,,
2160,Roman Jakuba,Zagłębie Lubin,DEF,1.7,MAY,,,,,,,,,,,,
698,Alan Czerwiński,GKS Katowice,DEF,1.8,EXP,,,,,,,,,,,,
2820,Beno Selan,Cracovia,MID,1.6,NES,,,,,,,,,,,,
2053,Sebastian Madejski,Cracovia,GKP,1.8,EXP,,,,,,,,,,,,
2849,Kyriákos Savvídis,Wisła Płock,MID,1.7,NES,,,,,,,,,,,,
2286,Valentin Cojocaru,Pogoń Szczecin,GKP,1.8,EXP,,,,,,,,,,,,
1795,Sławomir Abramowicz,Jagiellonia Białystok,GKP,2,EXP,,,,,,,,,,,,
2839,Ivan Lima,Piast Gliwice,MID,1.8,NES,,,,,,,,,,,,
2302,Adam Chojecki,Korona Kielce,MID,1,NES,,,,,,,,,,,,
2263,Kacper Kucharczyk,Korona Kielce,MID,0.7,NES,,,,,,,,,,,,
2722,Kacper Minuczyc,Korona Kielce,MID,0.7,NES,,,,,,,,,,,,
1244,Wojciech Kamiński,Korona Kielce,MID,1.5,NES,,,,,,,,,,,,
2656,Natan Dzięgielewski,Górnik Zabrze,MID,1.7,MAY,,,,,,,,,,,,
2866,Darijo Grujcic,Wisła Kraków,DEF,1.7,EXP,,,,,,,,,,,,
2875,Marc Carbó,Wisła Kraków,MID,1.7,MAY,,,,,,,,,,,,
2239,Igor Orlikowski,Zagłębie Lubin,DEF,1.7,EXP,,,,,,,,,,,,
2577,Josip Ćorluka,Zagłębie Lubin,DEF,1.8,EXP,,,,,,,,,,,,
2510,Eryk Kozłowski,Jagiellonia Białystok,MID,0.7,NES,,,,,,,,,,,,
2966,Jeremy Agbonifo,Jagiellonia Białystok,MID,2,NES,,,,,,,,,,,,
2830,Zachary Zalewski,Jagiellonia Białystok,MID,0.7,NES,,,,,,,,,,,,
2470,Igor Brzyski,Pogoń Szczecin,MID,1.3,NES,,,,,,,,,,,,
2835,Jacek Czapliński,Pogoń Szczecin,MID,0.8,NES,,,,,,,,,,,,
2837,Sebastian Rojek,Pogoń Szczecin,MID,0.7,NES,,,,,,,,,,,,
2965,Alex Marciniak,Cracovia,MID,1.7,NES,,,,,,,,,,,,
2595,Dawid Polak,Cracovia,MID,0.7,NES,,,,,,,,,,,,
1094,Filip Marchwiński,Cracovia,MID,2.1,NES,,,,,,,,,,,,
2778,Mateusz Skoczylas,Cracovia,MID,1.4,NES,,,,,,,,,,,,
2818,Mateusz Tabisz,Cracovia,MID,1.3,NES,,,,,,,,,,,,
2226,Kamil Cybulski,Widzew Łódź,MID,1.7,NES,,,,,,,,,,,,
2720,Kuba Nawrocki,Widzew Łódź,MID,0.7,NES,,,,,,,,,,,,
2554,Leon Madej,Widzew Łódź,MID,0.7,NES,,,,,,,,,,,,
2555,Nikodem Stachowicz,Widzew Łódź,MID,0.7,NES,,,,,,,,,,,,
2594,Justin Daniel,Piast Gliwice,MID,0.7,NES,,,,,,,,,,,,
2587,Mateusz Kopczyński,Piast Gliwice,MID,0.7,NES,,,,,,,,,,,,
2831,Oliwier Maziarz,Piast Gliwice,MID,0.7,NES,,,,,,,,,,,,
2069,Szczepan Mucha,Piast Gliwice,MID,1,EXP,,,,,,,,,,,,
701,Patryk Kun,Wisła Płock,DEF,1.7,NES,,,,,,,,,,,,
2963,Maximilian Dietz,Górnik Zabrze,DEF,2,EXP,,,,,,,,,,,,
2887,Jorge Yriarte,Śląsk Wrocław,MID,1.6,EXP,,,,,,,,,,,,
2883,Irodotos Christodoulou,Śląsk Wrocław,DEF,1.8,NES,,,,,,,,,,,,
2535,Steve Kingué,Radomiak Radom,DEF,1.7,EXP,,,,,,,,,,,,
2415,Marek Bartoš,Motor Lublin,DEF,1.7,EXP,,,,,,,,,,,,
2814,Isak Brusberg,Raków Częstochowa,FWD,1.8,NES,,,,,,,,,,,,
1401,Kryspin Szcześniak,Radomiak Radom,DEF,1.7,NES,,,,,,,,,,,,
1889,Kacper Łukasiak,GKS Katowice,MID,1.7,NES,,,,,,,,,,,,
2655,Bastien Donio,Górnik Zabrze,MID,1.6,MAY,,,,,,,,,,,,
2911,Gédéon Nongo,Górnik Zabrze,MID,1.8,NES,,,,,,,,,,,,
2387,José Manuel Josema,Górnik Zabrze,DEF,1.8,EXP,,,,,,,,,,,,
2913,Ksawery Semik,Górnik Zabrze,MID,0.9,NES,,,,,,,,,,,,
2916,Marcel Kalemba,Górnik Zabrze,MID,1.4,NES,,,,,,,,,,,,
1186,Michał Rakoczy,Górnik Zabrze,MID,1.8,NES,,,,,,,,,,,,
2955,Igor Chmielewski,Korona Kielce,DEF,0.7,NES,,,,,,,,,,,,
2560,Konrad Ciszek,Korona Kielce,DEF,0.9,NES,,,,,,,,,,,,
2561,Michał Mikielewicz,Korona Kielce,GKP,0.7,NES,,,,,,,,,,,,
2240,Michał Niedbała,Korona Kielce,GKP,0.7,NES,,,,,,,,,,,,
2052,Rafał Mamla,Korona Kielce,GKP,1.6,NES,,,,,,,,,,,,
2921,Mihai Popa,Motor Lublin,GKP,1.8,NES,,,,,,,,,,,,
2953,Yacine Bourhane,Motor Lublin,MID,1.8,NES,,,,,,,,,,,,
2936,David Čolina,Zagłębie Lubin,DEF,1.8,NES,,,,,,,,,,,,
1012,Patryk Sokołowski,Śląsk Wrocław,MID,1.7,MAY,,,,,,,,,,,,
2801,Bartłomiej Drągowski,Widzew Łódź,GKP,1.8,EXP,,,,,,,,,,,,
2198,Jan Krzywański,Widzew Łódź,GKP,0.8,NES,,,,,,,,,,,,
2770,Veljko Ilić,Widzew Łódź,GKP,1.7,MAY,,,,,,,,,,,,
2773,Pape Meïssa Ba,Widzew Łódź,FWD,1.8,NES,,,,,,,,,,,,
2741,Alex Peškovič,Pogoń Szczecin,GKP,0.7,NES,,,,,,,,,,,,
2236,Axel Holewiński,Pogoń Szczecin,GKP,1.2,NES,,,,,,,,,,,,
2927,Níkos Bótis,Pogoń Szczecin,GKP,1.7,NES,,,,,,,,,,,,
2750,Rafał Jakubowski,Pogoń Szczecin,DEF,0.7,NES,,,,,,,,,,,,
1948,Henrich Ravas,Cracovia,GKP,1.7,MAY,,,,,,,,,,,,
2283,Kamil Glik,Cracovia,DEF,1.6,EXP,,,,,,,,,,,,
2366,Konrad Golonka,Cracovia,GKP,0.7,NES,,,,,,,,,,,,
790,František Plach,Piast Gliwice,GKP,1.7,MAY,,,,,,,,,,,,
2597,Kamil Nowogoński,Zagłębie Lubin,MID,0.7,NES,,,,,,,,,,,,
2787,Adrian Damasiewicz,Jagiellonia Białystok,GKP,0.7,NES,,,,,,,,,,,,
2434,Michał Perchel,Jagiellonia Białystok,GKP,1.6,NES,,,,,,,,,,,,
2250,Dawid Rychta,Piast Gliwice,GKP,0.7,NES,,,,,,,,,,,,
2924,Domen Gril,Piast Gliwice,GKP,1.7,NES,,,,,,,,,,,,
2822,Elton Fikaj,Piast Gliwice,DEF,1.7,NES,,,,,,,,,,,,
2832,Jakub Grelich,Piast Gliwice,GKP,0.7,EXP,,,,,,,,,,,,
2489,Levis Pitan,Piast Gliwice,DEF,1.7,NES,,,,,,,,,,,,
2429,Marcel Mendes-Dudziński,Piast Gliwice,GKP,1.3,NES,,,,,,,,,,,,
2063,Piotr Liszewski,Piast Gliwice,DEF,1.2,NES,,,,,,,,,,,,
2538,Marc Llinares,Śląsk Wrocław,DEF,1.7,EXP,,,,,,,,,,,,
2947,Karol Tokarczyk,Wisła Kraków,MID,0.7,NES,,,,,,,,,,,,
2960,Maksym Cymbulak,Wisła Kraków,MID,1.2,NES,,,,,,,,,,,,
1603,Piotr Starzyński,Wisła Kraków,MID,1.5,NES,,,,,,,,,,,,
2876,Wiktor Staszak,Wisła Kraków,MID,1,NES,,,,,,,,,,,,
2641,Przemyslaw Misiak,Wisła Płock,DEF,1.5,EXP,,,,,,,,,,,,
2517,Adam Basse,Raków Częstochowa,FWD,0.7,NES,,,,,,,,,,,,
1573,Antonio Milić,Wieczysta Kraków,DEF,1.9,NES,,,,,,,,,,,,
402,Arkadiusz Woźniak,Zagłębie Lubin,MID,1.7,NES,,,,,,,,,,,,
2736,Cyprian Popielec,Zagłębie Lubin,MID,0.7,NES,,,,,,,,,,,,
2827,Jakub Ligocki,Zagłębie Lubin,MID,0.7,EXP,,,,,,,,,,,,
2957,Patryk Dziekoński,Zagłębie Lubin,MID,0.7,NES,,,,,,,,,,,,
2937,Paweł Kosmalski,Zagłębie Lubin,MID,1.2,NES,,,,,,,,,,,,
2828,Seweryn Marek,Zagłębie Lubin,MID,0.7,NES,,,,,,,,,,,,
2672,Florian Haxha,Motor Lublin,MID,1.8,NES,,,,,,,,,,,,
2530,Franciszek Lewandowski,Motor Lublin,MID,0.7,NES,,,,,,,,,,,,
2697,Kacper Szymanek,Motor Lublin,MID,1.2,NES,,,,,,,,,,,,
2970,Konrad Kraska,Motor Lublin,MID,0.7,NES,,,,,,,,,,,,
2923,Marcel Złomańczuk,Motor Lublin,MID,0.7,NES,,,,,,,,,,,,
1990,Fabian Hiszpański,Wisła Płock,MID,1.7,NES,,,,,,,,,,,,
2649,Jorge Jiménez,Wisła Płock,MID,1.8,MAY,,,,,,,,,,,,
2949,Oskar Dari,Wisła Płock,MID,0.8,NES,,,,,,,,,,,,
2659,Marcel Łubik,Wisła Kraków,GKP,1.8,NES,,,,,,,,,,,,
1373,Ben Lederman,Wieczysta Kraków,MID,1.7,NES,,,,,,,,,,,,
2905,Jacky Donkor,Wieczysta Kraków,MID,1.7,NES,,,,,,,,,,,,
2306,Tobiasz Mras,Wieczysta Kraków,MID,0.7,NES,,,,,,,,,,,,
1675,Filip Majchrowicz,Radomiak Radom,GKP,1.8,EXP,,,,,,,,,,,,
1194,Aleksander Paluszek,GKS Katowice,DEF,1.6,NES,,,,,,,,,,,,
1925,Gabriel Kobylak,GKS Katowice,GKP,1.7,NES,,,,,,,,,,,,
1906,Maciej Kikolski,GKS Katowice,GKP,1.7,EXP,,,,,,,,,,,,
2855,Wojciech Pańkowski,GKS Katowice,GKP,0.7,NES,,,,,,,,,,,,
2376,Łukasz Trepka,GKS Katowice,DEF,0.7,NES,,,,,,,,,,,,
2956,Kornel Toboła,Korona Kielce,FWD,0.7,NES,,,,,,,,,,,,
2925,Maciek Kucharski,Piast Gliwice,FWD,0.7,NES,,,,,,,,,,,,
2893,Adam Ciućka,Śląsk Wrocław,MID,0.7,NES,,,,,,,,,,,,
2889,Przemyslaw Mazan,Śląsk Wrocław,MID,0.7,NES,,,,,,,,,,,,
2792,Maciej Kuczyński,Jagiellonia Białystok,FWD,0.7,NES,,,,,,,,,,,,
2762,Youssuf Sylla,Jagiellonia Białystok,FWD,1.8,NES,,,,,,,,,,,,
2417,Filip Luberecki,Motor Lublin,DEF,1.7,EXP,,,,,,,,,,,,
2789,Jakub Kokosiński,GKS Katowice,FWD,0.9,NES,,,,,,,,,,,,
2312,Patryk Paryzek,Pogoń Szczecin,FWD,1.7,NES,,,,,,,,,,,,
2637,Marcin Kamiński,Wisła Płock,DEF,1.9,EXP,,,,,,,,,,,,
2640,Marcus Haglind-Sangré,Wisła Płock,DEF,1.8,EXP,,,,,,,,,,,,
2786,Antoni Bałabuch,Górnik Zabrze,GKP,0.7,NES,,,,,,,,,,,,
799,Paweł Bochniewicz,Górnik Zabrze,DEF,1.8,MAY,,,,,,,,,,,,
2895,Philipp Schulze,Górnik Zabrze,GKP,1.7,EXP,,,,,,,,,,,,
2734,Piotr Pietryga,Górnik Zabrze,GKP,0.7,NES,,,,,,,,,,,,
2600,Radosław Szafrański,Górnik Zabrze,DEF,0.7,NES,,,,,,,,,,,,
672,Tomasz Loska,Górnik Zabrze,GKP,1.6,MAY,,,,,,,,,,,,
195,Bartosz Bereszyński,Motor Lublin,DEF,1.9,EXP,,,,,,,,,,,,
2898,Aleksandar Djermanovic,Wieczysta Kraków,DEF,1.7,MAY,,,,,,,,,,,,
10,Kamil Pestka,Wieczysta Kraków,DEF,1.7,EXP,,,,,,,,,,,,
2967,Jérémy Guillemenot,Wisła Kraków,FWD,2,NES,,,,,,,,,,,,
2833,Mihael Mlinarić,Zagłębie Lubin,FWD,1.8,NES,,,,,,,,,,,,
2929, Manu,Radomiak Radom,FWD,1.9,NES,,,,,,,,,,,,
2928,Fernand Gouré,Radomiak Radom,FWD,1.7,NES,,,,,,,,,,,,
374,Alan Uryga,Wisła Kraków,DEF,1.6,NES,,,,,,,,,,,,
1415,Bartosz Jaroch,Wisła Kraków,DEF,1.6,NES,,,,,,,,,,,,
2863,Jakub Stępak,Wisła Kraków,GKP,0.7,NES,,,,,,,,,,,,
2868,Kacper Skrobański,Wisła Kraków,DEF,0.7,NES,,,,,,,,,,,,
2864,Patryk Letkiewicz,Wisła Kraków,GKP,1.6,EXP,,,,,,,,,,,,
2870,Rafał Mikulec,Wisła Kraków,DEF,1.6,NES,,,,,,,,,,,,
2872,Raoul Giger,Wisła Kraków,DEF,1.6,EXP,,,,,,,,,,,,
1509,Bartłomiej Gradecki,Radomiak Radom,GKP,1.5,NES,,,,,,,,,,,,
1635,Filip Koperski,Radomiak Radom,DEF,1.6,NES,,,,,,,,,,,,
950,Mateusz Cichocki,Radomiak Radom,DEF,1.7,NES,,,,,,,,,,,,
2948,Kacper Błaszkiewicz,Wisła Płock,FWD,0.9,NES,,,,,,,,,,,,
2944,Dominik Gregorski,Motor Lublin,FWD,1,NES,,,,,,,,,,,,
2701,Kacper Plichta,Motor Lublin,FWD,0.7,NES,,,,,,,,,,,,
88,Dawid Szymonowicz,Wieczysta Kraków,DEF,1.7,EXP,,,,,,,,,,,,
1411,Rafał Leszczyński,Wisła Płock,GKP,1.8,EXP,,,,,,,,,,,,
130,Jasmin Burić,Zagłębie Lubin,GKP,1.9,EXP,,,,,,,,,,,,
23,Karol Niemczycki,Śląsk Wrocław,GKP,1.8,NES,,,,,,,,,,,,
2669,Matus Vojtko,Wieczysta Kraków,DEF,1.7,EXP,,,,,,,,,,,,
382,Dominik Hładun,Zagłębie Lubin,GKP,1.7,NES,,,,,,,,,,,,
2958,Franciszek Nowak,Zagłębie Lubin,GKP,0.7,NES,,,,,,,,,,,,
2829,Maciej Urbański,Zagłębie Lubin,DEF,0.7,NES,,,,,,,,,,,,
724,Zlatan Alomerović,Zagłębie Lubin,GKP,1.8,NES,,,,,,,,,,,,
2845,Thomas Santos,Motor Lublin,DEF,1.7,MAY,,,,,,,,,,,,
2768,Antonio Čolak,Legia Warszawa,FWD,1.8,OUT,Broken Cheekbone,20/08/2026,5,,,,,,,,,
1015,Mariusz Malec,Śląsk Wrocław,DEF,1.7,EXP,,,,,,,,,,,,
2897,Duje Dujmovic,Wieczysta Kraków,DEF,1.8,NES,,,,,,,,,,,,
2836,Marin Karamarko,Wisła Płock,DEF,1.7,EXP,,,,,,,,,,,,
2922,Artem Akatov,Motor Lublin,DEF,0.9,NES,,,,,,,,,,,,
2531,Gašper Tratnik,Motor Lublin,GKP,1.6,EXP,,,,,,,,,,,,
2852,Krystian Brzozowski,Motor Lublin,DEF,0.7,NES,,,,,,,,,,,,
2700,Paskal Meyer,Motor Lublin,DEF,1.5,EXP,,,,,,,,,,,,
2706,Patryk Kukulski,Motor Lublin,GKP,0.7,NES,,,,,,,,,,,,
2114,Jakub Burek,Wisła Płock,GKP,1,MAY,,,,,,,,,,,,
2642,Marcin Więckowski,Wisła Płock,DEF,1.2,NES,,,,,,,,,,,,
2859,Nikodem Rogowski,Wisła Płock,DEF,0.7,NES,,,,,,,,,,,,
2950,Szymon Wadas,Wisła Płock,GKP,0.7,NES,,,,,,,,,,,,
2884,Lamine Ba,Śląsk Wrocław,DEF,1.7,EXP,,,,,,,,,,,,
2968,Adrian Żulewski,Śląsk Wrocław,DEF,0.7,NES,,,,,,,,,,,,
2261,Dominik Szala,Śląsk Wrocław,DEF,1.6,NES,,,,,,,,,,,,
2885,Marko Dijakovic,Śląsk Wrocław,DEF,1.6,MAY,,,,,,,,,,,,
1493,Michał Szromnik,Śląsk Wrocław,GKP,1.7,EXP,,,,,,,,,,,,
2578,Szymon Rygiel,Śląsk Wrocław,DEF,0.9,NES,,,,,,,,,,,,
1831,Antoni Mikułko,Wieczysta Kraków,GKP,1.7,EXP,,,,,,,,,,,,
2899,Kacper Zagrodzki,Wieczysta Kraków,DEF,0.7,NES,,,,,,,,,,,,
2951,Nikola Čavlina,Wieczysta Kraków,GKP,1.8,NES,,,,,,,,,,,,
2964,Patryk Stechnij,Wieczysta Kraków,GKP,1,NES,,,,,,,,,,,,
705,Damian Rasak,GKS Katowice,MID,1.7,OUT,Knee Injury,20/08/2026,5,,,,,,,,,
2765,Kamil Jakóbczyk,Lech Poznań,FWD,0.7,OUT,Ankle Injury,20/08/2026,5,,,,,,,,,
2126,Wiktor Bogacz,Cracovia,FWD,1.6,OUT,Thigh Injury,20/08/2026,5,,,,,,,,,
2520,Mateusz Pomietło,Cracovia,MID,0.7,NES,,,,,,,,,,,,
1435,Rafał Strączek,GKS Katowice,GKP,1.9,OUT,Shoulder Injury,31/10/2026,13,,,,,,,,,
2548,Abbati Abdullahi,Górnik Zabrze,MID,1.7,NES,,,,,,,,,,,,
1146,Aleksander Buksa,Górnik Zabrze,FWD,1.5,NES,,,,,,,,,,,,
395,Jarosław Kubicki,Górnik Zabrze,MID,1.9,OUT,Broken Hand,20/09/2026,10,,,,,,,,,
2812,Mathias Dahl Sauer,Górnik Zabrze,MID,1.8,NES,,,,,,,,,,,,
2914,Michał Synoś,Górnik Zabrze,DEF,1.5,NES,,,,,,,,,,,,
2915,Patryk Warczak,Górnik Zabrze,DEF,1.5,NES,,,,,,,,,,,,
2795,Bartłomiej Krasiewicz,Jagiellonia Białystok,DEF,0.7,NES,,,,,,,,,,,,
1029,Bartłomiej Żynel,Jagiellonia Białystok,GKP,1.4,NES,,,,,,,,,,,,
1561,Szymon Pankiewicz,Jagiellonia Białystok,DEF,0.7,NES,,,,,,,,,,,,
2854,Adam Hańćko,Korona Kielce,MID,0.7,NES,,,,,,,,,,,,
2665,Jakub Budnicki,Korona Kielce,DEF,1.7,NES,,,,,,,,,,,,
2596,Jakub Kowalski,Korona Kielce,FWD,0.7,NES,,,,,,,,,,,,
2696,Mateusz Głowiński,Korona Kielce,FWD,0.7,MAY,,,,,,,,,,,,
1994,Miłosz Strzeboński,Korona Kielce,MID,1.4,NES,,,,,,,,,,,,
1407,Radosław Seweryś,Korona Kielce,DEF,0.7,NES,,,,,,,,,,,,
2293,Radosław Turek,Korona Kielce,DEF,0.7,NES,,,,,,,,,,,,
2234,Ali Gholizadeh,Lech Poznań,MID,3,OUT,Cruciate Ligament Injury,20/01/2027,18,,,,,,,,,
2134,Bartosz Tomaszewski,Lech Poznań,DEF,0.7,NES,,,,,,,,,,,,
2791,Hubert Janyszka,Lech Poznań,DEF,0.7,NES,,,,,,,,,,,,
2488,Ian Hoffman,Lech Poznań,DEF,1.7,NES,,,,,,,,,,,,
1858,Jakub Antczak,Lech Poznań,MID,1.4,NES,,,,,,,,,,,,
2343,Kornel Lisman,Lech Poznań,MID,1.8,NES,,,,,,,,,,,,
1580,Patryk Konik,Legia Warszawa,DEF,0.7,NES,,,,,,,,,,,,
2579,Jakub Zawadzki,Pogoń Szczecin,DEF,0.7,NES,,,,,,,,,,,,
2751,Kacper Stanowski,Pogoń Szczecin,FWD,0.7,NES,,,,,,,,,,,,
2761,Rajmund Molnár,Pogoń Szczecin,FWD,1.9,OUT,Cruciate Ligament Injury,30/09/2026,10,,,,,,,,,
1440,Wojciech Lisowski,Pogoń Szczecin,DEF,1.6,NES,,,,,,,,,,,,
2824,Adam Żabicki,Radomiak Radom,MID,0.7,NES,,,,,,,,,,,,
2683,Alex Niziołek,Radomiak Radom,FWD,1.6,NES,,,,,,,,,,,,
2057,Józef Kolasa,Radomiak Radom,MID,0.7,NES,,,,,,,,,,,,
2256,Mikołaj Molendowski,Radomiak Radom,MID,0.7,NES,,,,,,,,,,,,
2969,Nicolas Dohojda,Radomiak Radom,MID,0.9,NES,,,,,,,,,,,,
2850,Oskar Markiewicz,Radomiak Radom,DEF,0.7,NES,,,,,,,,,,,,
2592,Szymon Kilianek,Radomiak Radom,DEF,0.7,NES,,,,,,,,,,,,
2684,Vasco Lopes,Radomiak Radom,MID,1.7,NES,,,,,,,,,,,,
2300,Wiktor Koptas,Radomiak Radom,GKP,1.2,NES,,,,,,,,,,,,
2834,Jerzy Napieraj,Raków Częstochowa,DEF,0.9,NES,,,,,,,,,,,,
2348,Antoni Klukowski,Widzew Łódź,MID,1.2,NES,,,,,,,,,,,,
2524,Daniel Gryzio,Widzew Łódź,FWD,0.7,NES,,,,,,,,,,,,
2228,Filip Przybułek,Widzew Łódź,MID,0.7,NES,,,,,,,,,,,,
2802,Lukas Lerager,Widzew Łódź,MID,1.8,OUT,Cruciate Ligament Injury,10/1/2027,18,,,,,,,,,
1739,Mikołaj Biegański,Widzew Łódź,GKP,1.5,NES,,,,,,,,,,,,
2799,Osman Bukari,Widzew Łódź,MID,2,NES,,,,,,,,,,,,
1737,Szymon Czyż,Widzew Łódź,MID,1.7,OUT,Cruciate Ligament Injury,10/1/2027,18,,,,,,,,,
2896,Antoni Kustra,Wieczysta Kraków,GKP,0.7,NES,,,,,,,,,,,,
2946,Oliwier Pławiński,Wisła Kraków,MID,0.7,NES,,,,,,,,,,,,
2882,Szymon Kawała,Wisła Kraków,FWD,0.9,NES,,,,,,,,,,,,
2653,Adrian Bielka,Wisła Płock,MID,0.8,NES,,,,,,,,,,,,
1369,Aleksander Pawlak,Wisła Płock,MID,1.4,NES,,,,,,,,,,,,
2638,Aleksandre Kalandadze,Wisła Płock,DEF,1.6,NES,,,,,,,,,,,,
2643,Filip Zając,Wisła Płock,DEF,0.7,NES,,,,,,,,,,,,
2644,Filip Łodziński,Wisła Płock,MID,1,NES,,,,,,,,,,,,
2648,Jakub Lejman,Wisła Płock,MID,0.7,NES,,,,,,,,,,,,
2647,Jakub Serwach,Wisła Płock,MID,1.2,NES,,,,,,,,,,,,
2935,Jurica Pršir,Wisła Płock,MID,1.9,NES,,,,,,,,,,,,
2788,Mateusz Leśniewski,Wisła Płock,MID,0.7,NES,,,,,,,,,,,,
2803,Matwiej Bochno,Wisła Płock,DEF,1.4,NES,,,,,,,,,,,,
2007,Michał Matys,Zagłębie Lubin,GKP,0.7,NES,,,,,,,,,,,,
2938,Szymon Łyczko,Zagłębie Lubin,MID,1.5,NES,,,,,,,,,,,,
2692,Wojciech Szafranek,Zagłębie Lubin,FWD,0.9,NES,,,,,,,,,,,,
2304,Bartosz Głogowski,Śląsk Wrocław,GKP,0.7,NES,,,,,,,,,,,,
2888,Dorian Markowski,Śląsk Wrocław,MID,0.7,NES,,,,,,,,,,,,
2518,Yegor Sharabura,Śląsk Wrocław,MID,0.7,NES,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,LEGEND,,,,,,,,,,,,
,,,,,NES,NOT EXPECTED TO START,,,,,,,,,,,
,,,,,OUT,OUT,,,,,,,,,,,
,,,,,MAY,MAY START,,,,,,,,,,,
,,,,,EXP ,EXPECTED TO START,,,,,,,,,,,
