ekstraklasa_id,player_id,web_name,player_name,pos,price,team_name,appearances,minutes_played,goals,xg,assists,xa,xGI,xGI_per_90,key_passes,shots_total,shots_on_target
1493,95359.0,Szromnik,Michał Szromnik,GKP,1.7,Slask Wroclaw,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,1031256.0,Duda,Kacper Duda,MID,1.6,Wisla Krakow,1.0,89.0,0.0,0.04,0.0,0.19,0.23,0.23,4.0,1.0,0.0
1507,910044.0,Zjawinski,Łukasz Zjawiński,FWD,2.1,Legia,1.0,81.0,0.0,1.09,0.0,0.01,1.1,1.22,1.0,5.0,1.0
1509,,Gradecki,Bartłomiej Gradecki,GKP,1.5,Radomiak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521,309648.0,Kapustka,Bartosz Kapustka,MID,1.9,Legia,1.0,81.0,0.0,0.2,0.0,0.05,0.25,0.28,0.0,2.0,0.0
1529,1049444.0,Fornalczyk,Mariusz Fornalczyk,MID,2.0,Widzew Lodz,1.0,89.0,1.0,0.38,0.0,0.15,0.53,0.54,2.0,4.0,1.0
1540,1020545.0,Wojtuszek,Norbert Wojtuszek,DEF,1.9,Jagiellonia,1.0,90.0,0.0,0.05,0.0,0.04,0.09,0.09,0.0,2.0,1.0
1561,,Pankiewicz,Szymon Pankiewicz,DEF,0.7,Jagiellonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,110942.0,Milic,Antonio Milić,DEF,1.9,Wieczysta,1.0,57.0,0.0,0.0,0.0,0.03,0.03,0.05,0.0,0.0,0.0
1578,935966.0,Bieganski,Jan Biegański,MID,1.7,Pogon Szczecin,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,,Konik,Patryk Konik,DEF,0.7,Legia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,1100172.0,Matsenko,Yehor Matsenko,DEF,1.8,Slask Wroclaw,1.0,90.0,0.0,0.04,0.0,0.05,0.09,0.09,1.0,1.0,0.0
1598,1064080.0,Legowski,Mateusz Łęgowski,MID,1.9,Motor Lublin,1.0,78.0,0.0,0.11,0.0,0.0,0.11,0.13,0.0,2.0,1.0
1603,,Starzynski,Piotr Starzyński,MID,1.5,Wisla Krakow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,315162.0,Zrelak,Adam Zreľák,FWD,1.8,GKS Katowice,1.0,29.0,0.0,0.05,0.0,0.01,0.06,0.19,0.0,1.0,1.0
1623,,Borowski,Filip Borowski,DEF,1.6,Piast Gliwice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,1101198.0,Kozubal,Antoni Kozubal,MID,2.0,Lech Poznan,1.0,90.0,0.0,0.05,0.0,0.2,0.25,0.25,2.0,1.0,1.0
1635,,Koperski,Filip Koperski,DEF,1.6,Radomiak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,796980.0,Radwanski,Adam Radwański,MID,1.8,Wisla Plock,1.0,87.0,0.0,0.0,0.0,0.18,0.18,0.19,0.0,0.0,0.0
